$GPGGA,52834,3532.779335,N,13940.35007,E,1,43,0.1,2.7,M,39.2,M,,*68,1.70245E+12
$GPGGA,52835,3532.779385,N,13940.35047,E,1,45,0.2,2.4,M,39.2,M,,*60,1.70245E+12
$GPGGA,52836,3532.779597,N,13940.351,E,1,43,0.2,2,M,39.2,M,,*6D,1.70245E+12
$GPGGA,52837,3532.779995,N,13940.3514,E,1,44,0.2,1.5,M,39.2,M,,*68,1.70245E+12
$GPGGA,52838,3532.780641,N,13940.35177,E,1,43,0.1,1.1,M,39.2,M,,*64,1.70245E+12
$GPGGA,52839,3532.781297,N,13940.35207,E,1,42,0.1,0.9,M,39.2,M,,*65,1.70245E+12
$GPGGA,52840,3532.782014,N,13940.35204,E,1,43,0.1,0.8,M,39.2,M,,*62,1.70245E+12
$GPGGA,52841,3532.782667,N,13940.35192,E,1,42,0.1,0.6,M,39.2,M,,*62,1.70245E+12
$GPGGA,52842,3532.783248,N,13940.35158,E,1,43,0.1,0.4,M,39.2,M,,*65,1.70245E+12
$GPGGA,52843,3532.783818,N,13940.35119,E,1,45,0.1,0.3,M,39.2,M,,*6C,1.70245E+12
$GPGGA,52844,3532.7844,N,13940.35077,E,1,46,0.1,0.4,M,39.2,M,,*6C,1.70245E+12
$GPGGA,52845,3532.784972,N,13940.35028,E,1,45,0.1,0.3,M,39.2,M,,*6E,1.70245E+12
$GPGGA,52846,3532.78552,N,13940.34987,E,1,46,0.1,0.2,M,39.2,M,,*6C,1.70245E+12
$GPGGA,52847,3532.786144,N,13940.34943,E,1,45,0.1,0.1,M,39.2,M,,*68,1.70245E+12
$GPGGA,52848,3532.786717,N,13940.34905,E,1,27,0.1,0.1,M,39.2,M,,*6A,1.70245E+12
$GPGGA,52849,3532.787256,N,13940.3485,E,1,43,0.1,0.3,M,39.2,M,,*68,1.70245E+12
$GPGGA,52850,3532.787797,N,13940.34797,E,1,45,0.1,0.3,M,39.2,M,,*68,1.70245E+12
$GPGGA,52851,3532.788367,N,13940.34747,E,1,46,0.1,0.3,M,39.2,M,,*65,1.70245E+12
$GPGGA,52852,3532.78887,N,13940.34687,E,1,46,0.2,0.3,M,39.2,M,,*69,1.70245E+12
$GPGGA,52853,3532.789457,N,13940.34645,E,1,44,0.2,0.2,M,39.2,M,,*67,1.70245E+12
$GPGGA,52854,3532.789959,N,13940.3459,E,1,44,0.2,0.1,M,39.2,M,,*64,1.70245E+12
$GPGGA,52855,3532.790531,N,13940.3454,E,1,45,0.2,0.1,M,39.2,M,,*6E,1.70245E+12
$GPGGA,52856,3532.790955,N,13940.34503,E,1,45,0.2,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52857,3532.791642,N,13940.34458,E,1,44,0.2,0,M,39.2,M,,*63,1.70245E+12
$GPGGA,52858,3532.792182,N,13940.34405,E,1,43,0.2,0,M,39.2,M,,*6A,1.70245E+12
$GPGGA,52859,3532.792804,N,13940.34351,E,1,45,0.1,0,M,39.2,M,,*6C,1.70245E+12
$GPGGA,52900,3532.793381,N,13940.34302,E,1,46,0.1,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52901,3532.793818,N,13940.3423,E,1,46,0.1,0,M,39.2,M,,*68,1.70245E+12
$GPGGA,52902,3532.793822,N,13940.34149,E,1,46,0.1,0,M,39.2,M,,*6D,1.70245E+12
$GPGGA,52903,3532.7937,N,13940.34068,E,1,45,0.1,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52904,3532.793469,N,13940.33993,E,1,46,0.2,0,M,39.2,M,,*6A,1.70245E+12
$GPGGA,52905,3532.793275,N,13940.33899,E,1,46,0.2,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52906,3532.792984,N,13940.338,E,1,45,0.2,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52907,3532.792668,N,13940.33721,E,1,45,0.1,0,M,39.2,M,,*61,1.70245E+12
$GPGGA,52908,3532.792266,N,13940.3364,E,1,45,0.1,0,M,39.2,M,,*67,1.70245E+12
$GPGGA,52909,3532.792019,N,13940.33568,E,1,45,0.1,0,M,39.2,M,,*60,1.70245E+12
$GPGGA,52910,3532.79172,N,13940.33508,E,1,46,0.1,0,M,39.2,M,,*6E,1.70245E+12
$GPGGA,52911,3532.791342,N,13940.33444,E,1,46,0.1,0,M,39.2,M,,*60,1.70245E+12
$GPGGA,52912,3532.791029,N,13940.33381,E,1,46,0.1,0,M,39.2,M,,*6E,1.70245E+12
$GPGGA,52913,3532.790728,N,13940.33322,E,1,45,0.1,0,M,39.2,M,,*63,1.70245E+12
$GPGGA,52914,3532.790628,N,13940.33321,E,1,43,0.1,0,M,39.2,M,,*63,1.70245E+12
$GPGGA,52915,3532.790716,N,13940.33329,E,1,45,0.1,0,M,39.2,M,,*61,1.70245E+12
$GPGGA,52916,3532.790755,N,13940.33336,E,1,45,0.1,0,M,39.2,M,,*6E,1.70245E+12
$GPGGA,52917,3532.790713,N,13940.33329,E,1,45,0.1,0,M,39.2,M,,*63,1.70245E+12
$GPGGA,52918,3532.790716,N,13940.33328,E,1,45,0.1,0,M,39.2,M,,*65,1.70245E+12
$GPGGA,52919,3532.790721,N,13940.33327,E,1,45,0.1,0,M,39.2,M,,*65,1.70245E+12
$GPGGA,52920,3532.790744,N,13940.33328,E,1,44,0.1,0,M,39.2,M,,*63,1.70245E+12
$GPGGA,52921,3532.790769,N,13940.33329,E,1,44,0.1,0,M,39.2,M,,*6C,1.70245E+12
$GPGGA,52922,3532.790762,N,13940.33329,E,1,44,0.1,0,M,39.2,M,,*65,1.70245E+12
$GPGGA,52923,3532.790766,N,13940.33328,E,1,44,0.1,0,M,39.2,M,,*6B,1.70245E+12
$GPGGA,52924,3532.790759,N,13940.33328,E,1,44,0.1,0,M,39.2,M,,*6D,1.70245E+12
$GPGGA,52925,3532.790755,N,13940.33328,E,1,44,0.1,0,M,39.2,M,,*64,1.70245E+12
$GPGGA,52926,3532.790753,N,13940.33328,E,1,43,0.1,0,M,39.2,M,,*67,1.70245E+12
$GPGGA,52927,3532.790757,N,13940.33328,E,1,44,0.1,0,M,39.2,M,,*62,1.70245E+12

